Trader,Market Share,Profit,Scenario
ZIC,5.0,103.89206,10s static P*
ZIC,10.0,105.48442,10s static P*
ZIC,15.0,76.78880000000001,10s static P*
ZIC,20.0,106.31802,10s static P*
ZIC,25.0,103.77594000000002,10s static P*
ZIC,30.0,129.76696,10s static P*
ZIC,35.0,87.00709999999995,10s static P*
ZIC,40.0,89.50757999999999,10s static P*
ZIC,45.0,98.22762000000004,10s static P*
ZIC,50.0,109.17246,10s static P*
ZIC,55.0,110.23502000000003,10s static P*
ZIC,60.0,79.06034,10s static P*
ZIC,65.0,121.31658,10s static P*
ZIC,70.0,110.33404,10s static P*
ZIC,75.0,74.49516,10s static P*
ZIC,80.0,101.20244,10s static P*
ZIC,85.0,80.10234,10s static P*
ZIC,90.0,65.79252,10s static P*
ZIC,95.0,106.5933,10s static P*
ZIC,5.0,102.86292,2s static P*
ZIC,10.0,115.04919999999996,2s static P*
ZIC,15.0,91.33602,2s static P*
ZIC,20.0,64.73733999999999,2s static P*
ZIC,25.0,109.84604,2s static P*
ZIC,30.0,72.97534,2s static P*
ZIC,35.0,80.84395999999998,2s static P*
ZIC,40.0,84.18909999999998,2s static P*
ZIC,45.0,116.11422000000002,2s static P*
ZIC,50.0,63.70178,2s static P*
ZIC,55.0,65.70323999999998,2s static P*
ZIC,60.0,83.76162,2s static P*
ZIC,65.0,107.0092,2s static P*
ZIC,70.0,75.86756,2s static P*
ZIC,75.0,84.97066000000002,2s static P*
ZIC,80.0,52.9902,2s static P*
ZIC,85.0,101.58632,2s static P*
ZIC,90.0,125.92832,2s static P*
ZIC,95.0,69.00918,2s static P*
ZIC,5.0,97.56992,0.5s static P*
ZIC,10.0,90.5319,0.5s static P*
ZIC,15.0,59.560479999999984,0.5s static P*                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ZIC,20.0,65.98742,0.5s static P*
ZIC,25.0,71.54657999999999,0.5s static P*
ZIC,30.0,99.79046000000002,0.5s static P*
ZIC,35.0,95.76034,0.5s static P*
ZIC,40.0,66.9055,0.5s static P*
ZIC,45.0,72.0744,0.5s static P*
ZIC,50.0,55.04155999999998,0.5s static P*
ZIC,55.0,90.11386,0.5s static P*
ZIC,60.0,87.78424000000003,0.5s static P*
ZIC,65.0,90.98344,0.5s static P*
ZIC,70.0,41.6361,0.5s static P*
ZIC,75.0,70.30072,0.5s static P*
ZIC,80.0,73.02632,0.5s static P*
ZIC,85.0,78.17506,0.5s static P*
ZIC,90.0,64.45531999999999,0.5s static P*
